model,id,domain,response_type,sequence,task,choices,truth,prediction,score_response,task_enc,truth_enc_response,prediction_enc_response
mReasoner,68832,conditional,single-choice,21,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,22,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,23,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,24,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,25,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,26,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,27,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,28,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,29,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,30,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,31,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,32,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,33,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,34,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,35,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,36,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,37,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,38,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,39,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,40,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,41,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,42,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,43,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,44,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,45,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,46,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,47,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,48,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,49,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,50,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,51,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,52,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,53,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,54,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,55,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,56,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,57,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,58,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,59,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,60,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68832,conditional,single-choice,61,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,62,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,63,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68832,conditional,single-choice,64,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,1,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,2,All B are C/All A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,3,All B are C/All A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,4,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,5,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,6,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,7,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,8,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,9,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,10,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,11,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,12,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,13,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,14,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,15,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,16,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,17,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,18,All B are C/All A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,19,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,20,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,21,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,22,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,23,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,24,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,25,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,26,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,27,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,28,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,29,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,30,All B are C/All A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,31,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,32,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,33,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,34,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,35,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,36,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,37,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,38,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,39,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,40,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,41,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,42,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,43,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,44,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,45,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,46,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,47,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,48,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,49,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,50,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,51,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,52,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,53,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,54,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,55,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,56,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,57,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,58,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,59,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,60,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,61,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,62,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68850,conditional,single-choice,63,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68850,conditional,single-choice,64,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,1,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,2,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,3,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,4,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,5,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,6,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,7,All B are C/All A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,8,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,9,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,10,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,11,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,12,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,13,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,14,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,15,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,16,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,17,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,18,All B are C/All A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,19,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,20,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,21,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,22,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,23,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,24,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,25,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,26,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,27,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,28,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,29,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,30,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,31,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,32,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,33,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,34,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,35,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,36,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,37,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,38,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,39,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,40,All B are C/All A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,41,All B are C/All A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,42,All B are C/All A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,43,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,44,All B are C/All A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,45,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,46,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,47,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,48,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,49,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,50,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,51,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,52,All B are C/All A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,53,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,54,All B are C/All A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,55,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,56,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,57,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,58,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,59,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,60,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,61,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68881,conditional,single-choice,62,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,63,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68881,conditional,single-choice,64,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,1,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,2,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,3,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,4,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,5,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,6,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,7,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,8,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,9,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,10,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,11,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,12,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,13,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,14,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,15,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,16,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,17,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,18,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,19,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,20,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,21,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,22,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,23,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,24,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,25,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,26,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,27,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,28,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,29,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,30,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,31,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,32,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,33,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,34,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,35,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,36,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,37,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,38,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,39,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,40,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,41,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,42,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,43,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,44,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,45,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,46,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,47,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,48,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,49,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,50,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,51,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,52,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,53,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,54,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,55,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,56,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,57,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,58,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,59,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,60,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,61,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,62,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68882,conditional,single-choice,63,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68882,conditional,single-choice,64,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,1,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,2,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,3,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,4,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,5,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,6,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,7,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,8,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,9,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,10,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,11,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,12,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,13,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,14,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,15,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,16,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,17,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,18,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,19,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,20,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,21,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,22,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,23,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,24,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,25,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,26,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,27,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,28,All B are C/All A are B,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,29,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,30,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,31,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,32,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,33,All B are C/No A are C,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,34,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,35,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,36,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,37,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,38,All B are C/All A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,39,All B are C/No A are B,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,40,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,41,All B are C/No A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,42,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,43,All B are C/All A are B,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,44,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,45,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,46,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,47,All B are C/All A are B,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,48,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,49,All B are C/All A are B,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,50,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,51,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,52,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
mReasoner,68896,conditional,single-choice,53,All B are C/All A are C,Yes/No,No,Yes,0,,,
mReasoner,68896,conditional,single-choice,54,All B are C/No A are C,Yes/No,Yes,Yes,1,,,
